,labels,coordinates
180,2,"[[0.5100082755088806, 0.8996236324310303], [0.6214665174484253, 0.7951120138168335], [0.6551174521446228, 0.6143737435340881], [0.5708679556846619, 0.4762413501739502], [0.4525105059146881, 0.42859727144241333], [0.6019490957260132, 0.480045348405838], [0.6329329609870911, 0.2917587161064148], [0.6459393501281738, 0.1776929497718811], [0.6531537771224976, 0.07871097326278687], [0.5044540166854858, 0.47695234417915344], [0.46977531909942627, 0.27548617124557495], [0.45576003193855286, 0.1435590386390686], [0.43656906485557556, 0.04142254590988159], [0.41958117485046387, 0.5210559368133545], [0.3998728096485138, 0.40083807706832886], [0.46067434549331665, 0.46997037529945374], [0.4878861606121063, 0.5476797223091125], [0.33601266145706177, 0.58868807554245], [0.3149104714393616, 0.46663883328437805], [0.37857818603515625, 0.503380298614502], [0.421149343252182, 0.5729831457138062]]"
181,2,"[[0.5133130550384521, 0.9036953449249268], [0.6237637996673584, 0.796737551689148], [0.6521379947662354, 0.6162107586860657], [0.5699389576911926, 0.4790975749492645], [0.4525103271007538, 0.4271721839904785], [0.6031888723373413, 0.48008155822753906], [0.6354888081550598, 0.2896631956100464], [0.6481292247772217, 0.17592671513557434], [0.653152585029602, 0.07634606957435608], [0.5060269832611084, 0.47697898745536804], [0.4744778275489807, 0.27557772397994995], [0.461162269115448, 0.14460322260856628], [0.44106829166412354, 0.04148760437965393], [0.42069482803344727, 0.5206313133239746], [0.40582820773124695, 0.403430312871933], [0.46894699335098267, 0.47604629397392273], [0.4961128532886505, 0.5522861480712891], [0.33783549070358276, 0.5872160792350769], [0.3193386495113373, 0.46617749333381653], [0.3836512565612793, 0.5047057271003723], [0.42702993750572205, 0.5733127593994141]]"
182,2,"[[0.5163710117340088, 0.8971460461616516], [0.618938148021698, 0.7883989810943604], [0.6486457586288452, 0.6107977628707886], [0.5630194544792175, 0.4774465262889862], [0.44538164138793945, 0.42268913984298706], [0.607292890548706, 0.46860334277153015], [0.6365845203399658, 0.28381335735321045], [0.6477857828140259, 0.17203617095947266], [0.6514549851417542, 0.07507571578025818], [0.506883978843689, 0.4667340815067291], [0.47409284114837646, 0.2687135338783264], [0.46221673488616943, 0.14196231961250305], [0.44455164670944214, 0.04369404911994934], [0.420166015625, 0.5128330588340759], [0.4032139778137207, 0.3988046646118164], [0.4610070288181305, 0.4764368236064911], [0.4840450584888458, 0.5542781352996826], [0.3373555839061737, 0.5828977823257446], [0.31652405858039856, 0.4644630253314972], [0.3776516318321228, 0.5040795803070068], [0.41944262385368347, 0.5716352462768555]]"
183,2,"[[0.5110662579536438, 0.902808427810669], [0.6107215285301208, 0.8028299808502197], [0.6413817405700684, 0.6250313520431519], [0.555701494216919, 0.48721909523010254], [0.43694785237312317, 0.4288902282714844], [0.6166942715644836, 0.46465611457824707], [0.6445131897926331, 0.27940547466278076], [0.6580042839050293, 0.16805464029312134], [0.6667194366455078, 0.0720941424369812], [0.5137723088264465, 0.4625176787376404], [0.4863866865634918, 0.27265840768814087], [0.47534483671188354, 0.1429002285003662], [0.4609813392162323, 0.04273855686187744], [0.4248996376991272, 0.5088798999786377], [0.397524893283844, 0.4029098153114319], [0.4460262060165405, 0.4796963632106781], [0.46767061948776245, 0.5570259094238281], [0.3395918309688568, 0.5799014568328857], [0.31264859437942505, 0.4632675051689148], [0.3675451874732971, 0.5082812309265137], [0.4091159403324127, 0.5773862600326538]]"
184,2,"[[0.5193368792533875, 0.8999485969543457], [0.6218194365501404, 0.7957930564880371], [0.6433401107788086, 0.6192693710327148], [0.5590206384658813, 0.48724496364593506], [0.4452416002750397, 0.42875468730926514], [0.6194954514503479, 0.4601229131221771], [0.65418541431427, 0.2797727584838867], [0.6678029894828796, 0.16680908203125], [0.6725915670394897, 0.07223796844482422], [0.5134838819503784, 0.4618335962295532], [0.4840638041496277, 0.2768234312534332], [0.47466668486595154, 0.14874085783958435], [0.45832347869873047, 0.047387778759002686], [0.42198997735977173, 0.5097038149833679], [0.3985975682735443, 0.39625439047813416], [0.4549073576927185, 0.47028911113739014], [0.47969183325767517, 0.5427418947219849], [0.3376181125640869, 0.5795799493789673], [0.31838908791542053, 0.4646308720111847], [0.3726780116558075, 0.5092409253120422], [0.41232991218566895, 0.5766871571540833]]"
185,2,"[[0.5349109172821045, 0.9128817319869995], [0.6419307589530945, 0.788668155670166], [0.6521950960159302, 0.6047900319099426], [0.5470863580703735, 0.47738945484161377], [0.42089566588401794, 0.4274742305278778], [0.6030868291854858, 0.46103793382644653], [0.6327245831489563, 0.27264171838760376], [0.6423142552375793, 0.16171810030937195], [0.6471976041793823, 0.06750515103340149], [0.4999600052833557, 0.4676036536693573], [0.46184590458869934, 0.26411181688308716], [0.4413904547691345, 0.1382800042629242], [0.4179525375366211, 0.045035094022750854], [0.4126752018928528, 0.5210862755775452], [0.3888096213340759, 0.4007248878479004], [0.4590335488319397, 0.4812937080860138], [0.49267008900642395, 0.5608031749725342], [0.33493179082870483, 0.5988653898239136], [0.3284895420074463, 0.4850209653377533], [0.39358776807785034, 0.5372406840324402], [0.43311265110969543, 0.6093693971633911]]"
186,2,"[[0.5306134819984436, 0.9173834323883057], [0.6395303010940552, 0.7851327657699585], [0.6492655873298645, 0.6006408929824829], [0.5437152981758118, 0.47621989250183105], [0.41946539282798767, 0.426429808139801], [0.6055294275283813, 0.46410059928894043], [0.6339647173881531, 0.27421700954437256], [0.644062876701355, 0.16260790824890137], [0.6509662866592407, 0.0674927830696106], [0.5020415782928467, 0.4685857594013214], [0.46414482593536377, 0.2649574875831604], [0.4460144639015198, 0.13724830746650696], [0.42641201615333557, 0.04262617230415344], [0.41400325298309326, 0.5210134387016296], [0.390231728553772, 0.39805057644844055], [0.45766493678092957, 0.48393166065216064], [0.48879921436309814, 0.5653483867645264], [0.3337182104587555, 0.598718523979187], [0.3267272710800171, 0.48449087142944336], [0.3925250172615051, 0.5371767282485962], [0.4320506751537323, 0.6079425811767578]]"
187,2,"[[0.5322611927986145, 0.9039744138717651], [0.638147234916687, 0.7825604677200317], [0.6507909893989563, 0.5941506624221802], [0.5425803661346436, 0.46790724992752075], [0.41735559701919556, 0.41943976283073425], [0.6050377488136292, 0.4646979570388794], [0.6420578956604004, 0.2791041433811188], [0.6563560366630554, 0.16681702435016632], [0.6647270321846008, 0.07279106974601746], [0.5032768845558167, 0.46949005126953125], [0.4711824953556061, 0.2673655152320862], [0.45861440896987915, 0.1420932412147522], [0.44131892919540405, 0.047614067792892456], [0.4152974784374237, 0.5190030932426453], [0.39904630184173584, 0.4000317454338074], [0.4712026119232178, 0.48027580976486206], [0.5055727362632751, 0.5604948997497559], [0.33487656712532043, 0.5929644107818604], [0.3323184847831726, 0.4855636656284332], [0.4010879099369049, 0.5355069041252136], [0.4434598684310913, 0.6053182482719421]]"
188,2,"[[0.5076583623886108, 0.916903018951416], [0.6215657591819763, 0.8051450252532959], [0.6445958614349365, 0.6188809871673584], [0.5484818816184998, 0.48409825563430786], [0.42450258135795593, 0.43085113167762756], [0.606612503528595, 0.4754447638988495], [0.6481044292449951, 0.29183661937713623], [0.665954053401947, 0.18038757145404816], [0.6792826652526855, 0.08482971787452698], [0.5036587715148926, 0.47318241000175476], [0.48319974541664124, 0.2676716148853302], [0.47475531697273254, 0.13739487528800964], [0.46259185671806335, 0.03828790783882141], [0.4126930832862854, 0.5199309587478638], [0.3979056775569916, 0.40069517493247986], [0.4600937068462372, 0.48954904079437256], [0.4867734909057617, 0.5721771717071533], [0.32891684770584106, 0.5931056141853333], [0.32619592547416687, 0.47886210680007935], [0.39075547456741333, 0.5321729183197021], [0.42844992876052856, 0.6047961115837097]]"
189,2,"[[0.5437983870506287, 0.8991750478744507], [0.6427060961723328, 0.7664337158203125], [0.6418744921684265, 0.5729102492332458], [0.524877667427063, 0.4470410943031311], [0.39385920763015747, 0.41090235114097595], [0.5939338803291321, 0.45131364464759827], [0.6146789193153381, 0.2597535252571106], [0.6198382377624512, 0.1486189067363739], [0.6206156015396118, 0.0560130774974823], [0.4920181334018707, 0.4614340364933014], [0.4425228238105774, 0.2577979564666748], [0.41952115297317505, 0.1333000361919403], [0.3934290409088135, 0.04063740372657776], [0.4068537950515747, 0.5160548686981201], [0.3747491240501404, 0.3933340907096863], [0.45240435004234314, 0.4672488570213318], [0.49165108799934387, 0.545155942440033], [0.32976168394088745, 0.5939880609512329], [0.3152817487716675, 0.4806904196739197], [0.384598970413208, 0.5249447226524353], [0.4295042157173157, 0.5937508940696716]]"
190,2,"[[0.4802098870277405, 0.9397332668304443], [0.5952684879302979, 0.8154323101043701], [0.6244866847991943, 0.655795156955719], [0.5296836495399475, 0.5241255760192871], [0.40941715240478516, 0.4844750463962555], [0.6162574887275696, 0.47255954146385193], [0.6735659837722778, 0.2827194035053253], [0.7003771662712097, 0.1747221052646637], [0.7155766487121582, 0.07592770457267761], [0.4949091970920563, 0.4631742238998413], [0.4785752296447754, 0.26876091957092285], [0.4680339992046356, 0.14722591638565063], [0.452354371547699, 0.03889942169189453], [0.3954625725746155, 0.51114821434021], [0.35849258303642273, 0.3902234137058258], [0.41530850529670715, 0.5116937160491943], [0.44503292441368103, 0.6061919927597046], [0.3118208944797516, 0.6007724404335022], [0.29246771335601807, 0.49481669068336487], [0.34808388352394104, 0.5719984173774719], [0.38394975662231445, 0.6514196395874023]]"
191,2,"[[0.48266875743865967, 0.9466489553451538], [0.5999348759651184, 0.8146066665649414], [0.62895667552948, 0.6612346172332764], [0.5347013473510742, 0.5277208089828491], [0.4116571247577667, 0.49263885617256165], [0.6173986792564392, 0.4763874113559723], [0.6726076006889343, 0.2803722023963928], [0.6990442872047424, 0.17626506090164185], [0.7133573293685913, 0.07433447241783142], [0.4962424635887146, 0.4666353166103363], [0.47923508286476135, 0.2713977098464966], [0.46674826741218567, 0.14904817938804626], [0.44975027441978455, 0.037368208169937134], [0.39858150482177734, 0.5143929719924927], [0.358736515045166, 0.3894558846950531], [0.4174010157585144, 0.5145528316497803], [0.4500836431980133, 0.6094739437103271], [0.3160579800605774, 0.607214093208313], [0.28908485174179077, 0.495172917842865], [0.3463306427001953, 0.5710890293121338], [0.38526493310928345, 0.650006890296936]]"
192,2,"[[0.506663978099823, 0.9365676641464233], [0.6177269220352173, 0.8195268511772156], [0.6423559188842773, 0.6594367623329163], [0.5322734117507935, 0.5377432703971863], [0.4126131534576416, 0.5062857270240784], [0.6261173486709595, 0.4666266441345215], [0.6746905446052551, 0.27344828844070435], [0.6969563961029053, 0.16349008679389954], [0.711902916431427, 0.06142169237136841], [0.5051300525665283, 0.46464720368385315], [0.47804510593414307, 0.2752765417098999], [0.4645249843597412, 0.14758309721946716], [0.44673144817352295, 0.03274130821228027], [0.4076904058456421, 0.5207733511924744], [0.3628087639808655, 0.4115327000617981], [0.427386075258255, 0.5353344082832336], [0.46173492074012756, 0.6243305206298828], [0.3278146982192993, 0.6209902763366699], [0.30020657181739807, 0.5179685354232788], [0.3573704957962036, 0.5989308953285217], [0.3911009430885315, 0.6766097545623779]]"
193,2,"[[0.5005449056625366, 0.9406694173812866], [0.6127936840057373, 0.8194466829299927], [0.6354764699935913, 0.6641300916671753], [0.532547116279602, 0.5404893159866333], [0.4130360782146454, 0.5080478191375732], [0.6231697201728821, 0.4723227024078369], [0.6733392477035522, 0.2758803963661194], [0.6986973285675049, 0.16646629571914673], [0.7145276069641113, 0.06462103128433228], [0.5032612681388855, 0.4692789614200592], [0.47743934392929077, 0.2771351933479309], [0.463466614484787, 0.14832332730293274], [0.4435969591140747, 0.03253558278083801], [0.40750741958618164, 0.5238176584243774], [0.35999104380607605, 0.4121006727218628], [0.4249163269996643, 0.5348605513572693], [0.46133220195770264, 0.6218206286430359], [0.32819145917892456, 0.6233444213867188], [0.3000319302082062, 0.52101731300354], [0.3562067151069641, 0.6003336906433105], [0.3913494050502777, 0.6757445335388184]]"
194,2,"[[0.49266505241394043, 0.9358766078948975], [0.6037335991859436, 0.8181549310684204], [0.6339666843414307, 0.6592562198638916], [0.5245407223701477, 0.5377532243728638], [0.40575674176216125, 0.4995485842227936], [0.6237534284591675, 0.47381553053855896], [0.6771516799926758, 0.2829323410987854], [0.7011483907699585, 0.1720636487007141], [0.7157153487205505, 0.07094502449035645], [0.5016422867774963, 0.4686647057533264], [0.47885751724243164, 0.27401524782180786], [0.46731311082839966, 0.1472584307193756], [0.44973844289779663, 0.034009069204330444], [0.40143582224845886, 0.5219839215278625], [0.363105833530426, 0.4090215563774109], [0.4222092926502228, 0.5330345034599304], [0.4510381519794464, 0.6258370876312256], [0.3169326186180115, 0.6173445582389832], [0.2942550480365753, 0.5142207145690918], [0.3471265435218811, 0.5958681106567383], [0.37813088297843933, 0.6750856637954712]]"
195,2,"[[0.4441361427307129, 0.955466091632843], [0.5943202376365662, 0.8965592980384827], [0.679502010345459, 0.7600619792938232], [0.6015371084213257, 0.6357249617576599], [0.5053488612174988, 0.5448466539382935], [0.6350305676460266, 0.5255720019340515], [0.691502034664154, 0.3453591465950012], [0.7073373794555664, 0.2289629876613617], [0.7195240259170532, 0.12664112448692322], [0.505857527256012, 0.5138189196586609], [0.482016384601593, 0.3022966980934143], [0.45597314834594727, 0.16292154788970947], [0.4366076588630676, 0.04253372550010681], [0.39764294028282166, 0.5615189075469971], [0.38755494356155396, 0.46129652857780457], [0.4281993508338928, 0.5994725227355957], [0.45288920402526855, 0.697460412979126], [0.30485209822654724, 0.6460580825805664], [0.3062605857849121, 0.5724032521247864], [0.3584601879119873, 0.6653132438659668], [0.3936395049095154, 0.7395466566085815]]"
196,2,"[[0.40010178089141846, 0.9448467493057251], [0.5551358461380005, 0.8975905179977417], [0.6497181057929993, 0.7675191760063171], [0.5846970677375793, 0.6308689117431641], [0.5049959421157837, 0.528786301612854], [0.6197949051856995, 0.5385839939117432], [0.6899735331535339, 0.36456048488616943], [0.7195782661437988, 0.2531096935272217], [0.7406266927719116, 0.153070867061615], [0.49460217356681824, 0.515196681022644], [0.49251967668533325, 0.29932647943496704], [0.4799483120441437, 0.16266682744026184], [0.46913838386535645, 0.046530693769454956], [0.38496002554893494, 0.5529680252075195], [0.3860378861427307, 0.45109161734580994], [0.42021632194519043, 0.5885075330734253], [0.4368383586406708, 0.6914609670639038], [0.28710684180259705, 0.6298495531082153], [0.2984083890914917, 0.5482342839241028], [0.3440629243850708, 0.6463582515716553], [0.3683130145072937, 0.7293797731399536]]"
197,2,"[[0.447446346282959, 0.9562736749649048], [0.5947737693786621, 0.9019520878791809], [0.6814401149749756, 0.7641695737838745], [0.6140788793563843, 0.6339268684387207], [0.521079957485199, 0.5398337841033936], [0.6301110982894897, 0.5307431817054749], [0.6825599670410156, 0.3527989983558655], [0.6970958709716797, 0.2414202094078064], [0.7095339894294739, 0.14099493622779846], [0.5096105337142944, 0.517228364944458], [0.4928170144557953, 0.30545124411582947], [0.4804574251174927, 0.16673877835273743], [0.4700721204280853, 0.048694342374801636], [0.40347743034362793, 0.56007319688797], [0.42023876309394836, 0.46470680832862854], [0.464820921421051, 0.6041229367256165], [0.4816720187664032, 0.7034159898757935], [0.30956923961639404, 0.6391701102256775], [0.345350980758667, 0.5572003722190857], [0.395731657743454, 0.6616795063018799], [0.41304153203964233, 0.7460533976554871]]"
198,2,"[[0.40765348076820374, 0.9375453591346741], [0.5512502789497375, 0.8923019170761108], [0.6212453246116638, 0.7662211060523987], [0.5293075442314148, 0.6403433084487915], [0.42991816997528076, 0.5400946140289307], [0.6302468776702881, 0.5253031849861145], [0.6928894519805908, 0.34630537033081055], [0.7136828899383545, 0.22808757424354553], [0.7275967597961426, 0.12410968542098999], [0.49855557084083557, 0.5026769638061523], [0.47755882143974304, 0.29783618450164795], [0.45013490319252014, 0.16245508193969727], [0.4230595529079437, 0.04602697491645813], [0.3898451030254364, 0.5424225330352783], [0.3618444800376892, 0.4637802541255951], [0.398714542388916, 0.6067185401916504], [0.41897210478782654, 0.7014525532722473], [0.2960204482078552, 0.6207494139671326], [0.28504887223243713, 0.5583841800689697], [0.32536959648132324, 0.6626491546630859], [0.35189542174339294, 0.735443115234375]]"
199,2,"[[0.4093194305896759, 0.9423672556877136], [0.5494605898857117, 0.8935846090316772], [0.6121748089790344, 0.7654715180397034], [0.5143042802810669, 0.6391648650169373], [0.40750470757484436, 0.5452464818954468], [0.6247060298919678, 0.523192286491394], [0.6883487701416016, 0.34529218077659607], [0.7107436060905457, 0.22473174333572388], [0.7255215048789978, 0.11845317482948303], [0.4949115216732025, 0.5020884871482849], [0.47529616951942444, 0.30033499002456665], [0.4499059319496155, 0.1616133749485016], [0.4227413535118103, 0.0417291522026062], [0.3875722587108612, 0.5435877442359924], [0.3536074161529541, 0.4670466184616089], [0.391607403755188, 0.6094943881034851], [0.41336554288864136, 0.7042686939239502], [0.2955505847930908, 0.6238967776298523], [0.2815418839454651, 0.5592880845069885], [0.3217948079109192, 0.664692759513855], [0.3491176664829254, 0.739534318447113]]"
200,2,"[[0.510873556137085, 0.6844866871833801], [0.5820695161819458, 0.6314032077789307], [0.6007717251777649, 0.5701868534088135], [0.5307437777519226, 0.511981725692749], [0.44651126861572266, 0.4915108382701874], [0.5875924229621887, 0.4861718714237213], [0.6068801283836365, 0.3919154405593872], [0.6163064241409302, 0.3458951413631439], [0.6163882613182068, 0.30404067039489746], [0.5055536031723022, 0.4843296408653259], [0.4681280851364136, 0.3960322141647339], [0.4398159980773926, 0.34663766622543335], [0.413207083940506, 0.29246777296066284], [0.44310060143470764, 0.5013492703437805], [0.41915634274482727, 0.44425615668296814], [0.44906458258628845, 0.4893021881580353], [0.46392208337783813, 0.5226506590843201], [0.38963717222213745, 0.539603590965271], [0.3723100423812866, 0.4774155020713806], [0.39769771695137024, 0.49770551919937134], [0.41787517070770264, 0.5292844176292419]]"
201,2,"[[0.460733562707901, 0.8857227563858032], [0.598157525062561, 0.7859095335006714], [0.6497920751571655, 0.6436251401901245], [0.6226902008056641, 0.4899561405181885], [0.5087795853614807, 0.47846999764442444], [0.543472409248352, 0.4718364179134369], [0.5481237173080444, 0.2668253779411316], [0.5409238338470459, 0.1652626395225525], [0.5284562110900879, 0.07472160458564758], [0.45464080572128296, 0.47190865874290466], [0.397329181432724, 0.27215033769607544], [0.3651442229747772, 0.15007472038269043], [0.33895406126976013, 0.040270060300827026], [0.38357868790626526, 0.5115532875061035], [0.39012348651885986, 0.3764634132385254], [0.4583580791950226, 0.4801028072834015], [0.48168542981147766, 0.5634654760360718], [0.32811659574508667, 0.5822821259498596], [0.3269173204898834, 0.43997496366500854], [0.4099992513656616, 0.49103298783302307], [0.44695645570755005, 0.5645304918289185]]"
202,2,"[[0.4998026192188263, 0.890923798084259], [0.6081668138504028, 0.7954503297805786], [0.6315696239471436, 0.6543311476707458], [0.5186750888824463, 0.5325030088424683], [0.3995908498764038, 0.4864373505115509], [0.6210113763809204, 0.45844510197639465], [0.6568640470504761, 0.2610552906990051], [0.6750965714454651, 0.15499313175678253], [0.6805860996246338, 0.05904698371887207], [0.5061831474304199, 0.45345357060432434], [0.4511251151561737, 0.2622501254081726], [0.4152663052082062, 0.1494177281856537], [0.3823704719543457, 0.04817435145378113], [0.41395822167396545, 0.4956705570220947], [0.39191535115242004, 0.3911656439304352], [0.4337514340877533, 0.4883309602737427], [0.4484270513057709, 0.5589250922203064], [0.33291342854499817, 0.5668204426765442], [0.3061192035675049, 0.440677285194397], [0.3437281847000122, 0.4932233691215515], [0.3703647553920746, 0.5620286464691162]]"
203,2,"[[0.5080876350402832, 0.6814777255058289], [0.5789036154747009, 0.6265939474105835], [0.6060385704040527, 0.5620214343070984], [0.5524595975875854, 0.5014405846595764], [0.4692121744155884, 0.4793618321418762], [0.580672025680542, 0.4883905053138733], [0.6091402173042297, 0.3983573317527771], [0.61943519115448, 0.3513093590736389], [0.6207478642463684, 0.3081609010696411], [0.5042306780815125, 0.48464855551719666], [0.4703880250453949, 0.3956294655799866], [0.4430999755859375, 0.34489405155181885], [0.4171806275844574, 0.29289567470550537], [0.4412648379802704, 0.5003801584243774], [0.43054619431495667, 0.44252172112464905], [0.46378278732299805, 0.4845987856388092], [0.4777948260307312, 0.5204105377197266], [0.38460788130760193, 0.533366322517395], [0.374731183052063, 0.4704062044620514], [0.4070301949977875, 0.48847466707229614], [0.42876532673835754, 0.5209570527076721]]"
204,2,"[[0.477133572101593, 0.6896384954452515], [0.5727193355560303, 0.6377460956573486], [0.6123589277267456, 0.5757908821105957], [0.5845772624015808, 0.5036958456039429], [0.4987211525440216, 0.4830268323421478], [0.5646072030067444, 0.49600327014923096], [0.5931781530380249, 0.40141844749450684], [0.6003968715667725, 0.3538517951965332], [0.6068149209022522, 0.31057026982307434], [0.49654385447502136, 0.49241310358047485], [0.47391894459724426, 0.402913898229599], [0.44940006732940674, 0.34957778453826904], [0.4349777400493622, 0.29310739040374756], [0.4371243715286255, 0.506047785282135], [0.443512499332428, 0.4429529905319214], [0.4741382300853729, 0.49088871479034424], [0.4827999472618103, 0.5263323187828064], [0.38507577776908875, 0.5360158681869507], [0.3876447081565857, 0.46853095293045044], [0.4320718050003052, 0.4917374551296234], [0.45071759819984436, 0.5262200832366943]]"
205,2,"[[0.5375034213066101, 0.6337302923202515], [0.578883171081543, 0.566506564617157], [0.5513888597488403, 0.502182126045227], [0.45825302600860596, 0.4615384340286255], [0.3770899772644043, 0.45059826970100403], [0.5570573210716248, 0.4432492256164551], [0.5530592203140259, 0.36191701889038086], [0.5480554699897766, 0.31984567642211914], [0.540239155292511, 0.2824438810348511], [0.48183807730674744, 0.4493991434574127], [0.4256116449832916, 0.37846529483795166], [0.3882746994495392, 0.3364548087120056], [0.355952650308609, 0.29981014132499695], [0.4247751235961914, 0.47330039739608765], [0.36832115054130554, 0.4263547658920288], [0.4053575396537781, 0.4603598117828369], [0.43023431301116943, 0.4919392466545105], [0.3802641034126282, 0.5076520442962646], [0.3326958417892456, 0.46198680996894836], [0.36161285638809204, 0.4760392904281616], [0.38938263058662415, 0.5009714961051941]]"
206,2,"[[0.5592462420463562, 0.8261327743530273], [0.6078773736953735, 0.7185219526290894], [0.5695915222167969, 0.5784604549407959], [0.4359131455421448, 0.49992161989212036], [0.3123316764831543, 0.45991626381874084], [0.5926538109779358, 0.37970900535583496], [0.6124837398529053, 0.2120656967163086], [0.6244423389434814, 0.10952103137969971], [0.6301507353782654, 0.0276339054107666], [0.485226571559906, 0.39515817165374756], [0.41821885108947754, 0.22643180191516876], [0.3756788372993469, 0.13527585566043854], [0.3425748348236084, 0.062165766954422], [0.40961065888404846, 0.4586303234100342], [0.3350394368171692, 0.3554377853870392], [0.3595668375492096, 0.4320046007633209], [0.37965890765190125, 0.5000343322753906], [0.35673242807388306, 0.5401699542999268], [0.2893918752670288, 0.4528276324272156], [0.31510812044143677, 0.48993122577667236], [0.3472777307033539, 0.5359300374984741]]"
207,2,"[[0.5499106049537659, 0.656126856803894], [0.5946637392044067, 0.5990105867385864], [0.5767911076545715, 0.5352941155433655], [0.4792770445346832, 0.49580472707748413], [0.39079827070236206, 0.48586606979370117], [0.5582207441329956, 0.4556070864200592], [0.563608705997467, 0.3728957176208496], [0.5669487118721008, 0.3279501795768738], [0.5633581280708313, 0.28827130794525146], [0.48180001974105835, 0.462591290473938], [0.42585381865501404, 0.38655734062194824], [0.3929740786552429, 0.34113678336143494], [0.3612831234931946, 0.30280452966690063], [0.42753949761390686, 0.48984479904174805], [0.37997961044311523, 0.44435158371925354], [0.42054978013038635, 0.4806637465953827], [0.44330063462257385, 0.5122164487838745], [0.3871118128299713, 0.5282249450683594], [0.34795892238616943, 0.48148179054260254], [0.3802267014980316, 0.5007205605506897], [0.4078696072101593, 0.5278467535972595]]"
208,2,"[[0.5816487073898315, 0.7829885482788086], [0.6657099723815918, 0.6675418615341187], [0.6632792949676514, 0.5624535083770752], [0.5751583576202393, 0.45979592204093933], [0.4573891758918762, 0.45561420917510986], [0.5825982689857483, 0.39335981011390686], [0.5757765173912048, 0.1960507333278656], [0.562472939491272, 0.10503882169723511], [0.5424386858940125, 0.025484859943389893], [0.4769514799118042, 0.4166153371334076], [0.38503339886665344, 0.23223276436328888], [0.32517877221107483, 0.1302725225687027], [0.2718842625617981, 0.029111027717590332], [0.4083404541015625, 0.4721236228942871], [0.3221837878227234, 0.339870810508728], [0.4026264548301697, 0.398149311542511], [0.4598643183708191, 0.44353243708610535], [0.3697136640548706, 0.5732007026672363], [0.3267636001110077, 0.4486258029937744], [0.39707937836647034, 0.48579078912734985], [0.4561043977737427, 0.5466083288192749]]"
209,2,"[[0.5553900599479675, 0.8367229700088501], [0.6251312494277954, 0.7416455745697021], [0.6091817617416382, 0.6016759872436523], [0.4810745120048523, 0.5151774287223816], [0.36134010553359985, 0.4811742305755615], [0.608596920967102, 0.40107491612434387], [0.6269112825393677, 0.2227606177330017], [0.634696364402771, 0.11872923374176025], [0.6393012404441833, 0.03234472870826721], [0.4946092963218689, 0.41192811727523804], [0.42703643441200256, 0.24586592614650726], [0.3767620325088501, 0.14529550075531006], [0.3369724452495575, 0.054713934659957886], [0.41080793738365173, 0.46971312165260315], [0.3431381583213806, 0.3432939946651459], [0.372016966342926, 0.42793014645576477], [0.39828333258628845, 0.5094844102859497], [0.3512796461582184, 0.5503680109977722], [0.29518353939056396, 0.4560885727405548], [0.32484135031700134, 0.5060003995895386], [0.35879266262054443, 0.5698694586753845]]"
210,3,"[[0.38941025733947754, 0.9064185619354248], [0.5424079895019531, 0.7954244613647461], [0.6432353258132935, 0.62705397605896], [0.7292966842651367, 0.4803888201713562], [0.8124061822891235, 0.3723614513874054], [0.4624393880367279, 0.4533427953720093], [0.48446717858314514, 0.26130160689353943], [0.4902596175670624, 0.14912119507789612], [0.49306491017341614, 0.04935222864151001], [0.3486063778400421, 0.470109224319458], [0.27913784980773926, 0.28078126907348633], [0.24031570553779602, 0.15177825093269348], [0.20046594738960266, 0.03911107778549194], [0.26738613843917847, 0.540955662727356], [0.20890888571739197, 0.48565027117729187], [0.2868463397026062, 0.6043282747268677], [0.34542709589004517, 0.6806764602661133], [0.2121642380952835, 0.639842689037323], [0.17290006577968597, 0.6134180426597595], [0.24915342032909393, 0.6991513967514038], [0.31206512451171875, 0.7529714107513428]]"
211,3,"[[0.39392679929733276, 0.9139039516448975], [0.5494483709335327, 0.79050213098526], [0.644058108329773, 0.6197568774223328], [0.7361934185028076, 0.4663192927837372], [0.8222070932388306, 0.35361891984939575], [0.47021055221557617, 0.44547927379608154], [0.48995932936668396, 0.2541416585445404], [0.4969363808631897, 0.1407826542854309], [0.49734628200531006, 0.038071781396865845], [0.3554166853427887, 0.46223127841949463], [0.2846697270870209, 0.27802032232284546], [0.24093696475028992, 0.14932280778884888], [0.1953892558813095, 0.041143447160720825], [0.27147361636161804, 0.5373424887657166], [0.20302742719650269, 0.47522521018981934], [0.2838282883167267, 0.5986962914466858], [0.34621113538742065, 0.6754326820373535], [0.21328960359096527, 0.6367542147636414], [0.1697794497013092, 0.6045347452163696], [0.2435762882232666, 0.6912482976913452], [0.30833178758621216, 0.7427332997322083]]"
